職缺更新時間,職缺名稱,工作待遇,公司名稱,員工人數,工作經歷,擅長工具,產業類別,上班地點,工作待遇範圍,企業規模
10/04,儲備工程師(台中市),30000,雄互聯科技股份有限公司,20,不拘,Windows Server 2012、ASP.NET、C#、C++.Net、Java、JSP、PHP、Visual Basic .net、Visual C#、Visual C++、Visual Studio .net、WinForm、MS SQL、MySQL、Oracle、JavaScript、jQuery、IIS,電腦軟體服務業,雙北,"(0, 30000]",小型企業
10/16,Cloud 應用程式開發工程師,40000,普羅通信股份有限公司,60,2年以上,JavaScript、AWS,通訊機械器材相關業,新竹,"(30000, 40000]",中型企業
10/27,航運系統系統分析師/系統分析師,40000,艾力特科技有限公司,50,不拘,不拘,電腦系統整合服務業,雙北,"(30000, 40000]",小型企業
10/19,Java雲端工程師(起薪六萬，資深者另議),60000,網威智慧科技股份有限公司,200,2年以上,Java,電腦軟體服務業,雙北,"(50000, 60000]",中型企業
10/11,品質工程師 Quality Engineer  (軟體測試工程師),55000,iCHEF_資廚管理顧問股份有限公司,140,不拘,不拘,工商顧問服務業,雙北,"(50000, 60000]",中型企業
10/05,【cacaFly】R-Junior / Senior PHP 全端開發工程師,40000,聖洋科技股份有限公司,240,不拘,Java、PHP、Spring、AWS、DNS、HTTP,網際網路相關業,雙北,"(30000, 40000]",中型企業
10/03,[高雄] 網頁開發全端工程師,70000,響雨互動娛樂有限公司,13,不拘,不拘,電腦軟體服務業,高雄,"(60000, 70000]",小型企業
10/25,軟體工程師-M6台南-10350,40000,帆宣系統科技股份有限公司,700,2年以上,ASP.NET、C#、C++、MS SQL,半導體製造業,台南,"(30000, 40000]",大型企業
10/21,系統開發工程師(.Net),28000,高琪系統整合股份有限公司,30,不拘,C#、Visual Basic .net、Visual Studio .net、MS SQL、MySQL、Oracle,電腦系統整合服務業,台南,"(0, 30000]",小型企業
10/20,雲端工程師(服務整合事業部),28000,凌群電腦股份有限公司,1100,3年以上,Linux、Windows Server 2008、Windows Server 2012、Java、Python、AWS、JavaScript,電腦系統整合服務業,雙北,"(0, 30000]",大型企業
10/02,Software Engineer / Programmer 軟體工程師 (台中市政府旁),45000,新加坡商鈦坦科技股份有限公司台灣分公司,300,不拘,Git、ASP.NET、C#、MS SQL、HTML、JavaScript、CSS、VueJS,電腦軟體服務業,台中,"(40000, 50000]",大型企業
10/18,Java 開發工程師 (工作地點:高雄),30000,昊聲訊息技術有限公司,50,不拘,C#、Java、MS SQL、Oracle,電腦軟體服務業,高雄,"(0, 30000]",小型企業
10/19,【BU4】MES/CIM工程師-竹北廠,40000,同欣電子工業股份有限公司,1600,不拘,C#、Java、Visual Basic .net、PL/SQL,被動電子元件製造業,雙北,"(30000, 40000]",大型企業
10/25,軟體工程師,40000,貝里斯商倍利國際有限公司台灣分公司,1100,2年以上,不拘,電腦系統整合服務業,雙北,"(30000, 40000]",大型企業
09/28,架構師,40000,好學教育有限公司,25,其他,不拘,其他教育服務業,雙北,"(30000, 40000]",小型企業
10/16,【系統開發部】Java程式設計師,40000,台新人壽保險股份有限公司_總公司,1200,3年以上,Git、AJAX、Java、Spring、PL/SQL、RDBMS,人身保險業,雙北,"(30000, 40000]",大型企業
10/27,軟體工程師(新竹),40000,全景軟體股份有限公司,170,不拘,不拘,電腦軟體服務業,新竹,"(30000, 40000]",中型企業
09/28,MIS資訊系統程式設計工程師,35000,寬仕工業股份有限公司,170,不拘,Excel、Outlook、PowerPoint、Word、中文打字20~50,金屬結構及建築組件製造業,台南,"(30000, 40000]",中型企業
10/04,QA自動化測試工程師,40000,翰霖科技資訊股份有限公司,100,2年以上,不拘,電腦軟體服務業,雙北,"(30000, 40000]",中型企業
10/25,資深軟體工程師,40000,七醫健康股份有限公司,400,不拘,Java、MS SQL、HTML、JavaScript、CSS,其他醫療保健服務業,台中,"(30000, 40000]",大型企業
09/26,後端技術開發人員,40000,祥美科技股份有限公司,10,不拘,Git、ASP、C++、C++.Net、Java、PHP、MySQL、HTML、JavaScript、Web Master/Developer、jQuery、CSS、Node.js、VueJS,其它軟體及網路相關業,雙北,"(30000, 40000]",小型企業
09/22,Salesforce CRM specialist,40000,欣技資訊股份有限公司,230,3年以上,不拘,電腦及其週邊設備製造業,雙北,"(30000, 40000]",中型企業
09/28,研發影像工程師,35000,星歐光學股份有限公司,100,不拘,C、C++、Java、Python,醫療器材製造業,台中,"(30000, 40000]",中型企業
09/18,Android APP開發工程師(W6-台南區),30000,漢科系統科技股份有限公司,496,1年以上,Android、Java,半導體製造業,台南,"(0, 30000]",大型企業
10/06,GS_AWS Cloud Engineer,40000,Zyxel Networks_兆勤科技股份有限公司(合勤集團),400,3年以上,Linux、Git、Java、Python、MS SQL、AWS、DNS、HTTP、TCP/IP,通訊機械器材相關業,新竹,"(30000, 40000]",大型企業
10/17,Back-End / Full-Stack Web Developer (網站後端/全端工程師),40000,研鼎智能股份有限公司,32,1年以上,Linux、Java、PHP、Python、Database Management、MySQL、PostgreSQL、RDBMS、DHTML、HTML、JavaScript、Web Master/Developer、jQuery、Node.js,電腦軟體服務業,雙北,"(30000, 40000]",小型企業
10/27,數位發展主管(總部),40000,頂立開發實業股份有限公司,60,5年以上,不拘,工商顧問服務業,雙北,"(30000, 40000]",中型企業
10/02,PLM售前規劃顧問(台北/台中),40000,嘉航科技股份有限公司,38,2年以上,Java、JSP、JavaScript、jQuery、Excel、PowerPoint、Word,電腦軟體服務業,雙北,"(30000, 40000]",小型企業
10/26,集團聯合稽核總部/資料工程師(台北遠企),40000,遠東新世紀股份有限公司,4800,2年以上,Python、MS SQL、MySQL、Oracle、Power BI​,紡織成衣業,雙北,"(30000, 40000]",大型企業
10/20,EECoex Automation QA Tester (工作地點：新店),40000,印度商威普羅股份有限公司台灣分公司,200000,1年以上,Linux、Android、C、C#、C++、Python、LabVIEW、Bluetooth、CDMA、GSM、RF、Mobile phone,電腦系統整合服務業,雙北,"(30000, 40000]",大型企業
10/24,"[JR0023180] Backend Engineer, Media",40000,Yahoo_香港商雅虎資訊股份有限公司,1400,2年以上,不拘,網際網路相關業,雙北,"(30000, 40000]",大型企業
10/20,系統分析師-台北,40000,凌網科技股份有限公司,350,2年以上,UML、Java、MySQL、Visio,電腦系統整合服務業,雙北,"(30000, 40000]",大型企業
10/20,904 - 外匯系統軟體工程師,40000,安泰商業銀行股份有限公司,1500,3年以上,不拘,銀行業,雙北,"(30000, 40000]",大型企業
10/02,軟體架構師丨Software Architect,40000,永聯物流開發股份有限公司,120,5年以上,Java、Spring,其他不動產業,雙北,"(30000, 40000]",中型企業
10/08,數據分析工程師,40000,英丰寶資訊股份有限公司,30,不拘,Python、R、ETL、MS SQL、MySQL,電腦軟體服務業,雙北,"(30000, 40000]",小型企業
10/16,體感/互動程式研發工程師,40000,台灣盈米科技股份有限公司,15,1年以上,C#、Java、Visual Studio、JavaScript、Unity3D、Unreal Engine,多媒體相關業,雙北,"(30000, 40000]",小型企業
10/03,Teamcenter PLM實施顧問 (股票代號:3570),40000,大塚資訊科技股份有限公司,160,2年以上,C++、Java,電腦系統整合服務業,雙北,"(30000, 40000]",中型企業
05/19,（研發設計類）-程式設計師-總公司,36000,大同股份有限公司,2700,不拘,不拘,消費性電子產品製造業,雙北,"(30000, 40000]",大型企業
10/25,資料工程師(T53),40000,關貿網路股份有限公司,670,2年以上,Java、Python、XML Web services,電腦系統整合服務業,雙北,"(30000, 40000]",大型企業
10/19,軟體工程師(車載產品_自動化技術測試開發),40000,GARMIN_台灣國際航電股份有限公司,9000,3年以上,Android、C#、C++、Java、Python、MS SQL,電信相關業,桃園,"(30000, 40000]",大型企業
10/20,後端工程師 Senior Backend Engineer,90000,肯狄科研有限公司,20,5年以上,C++、Python、AWS、Node.js、Unreal Engine,數位內容產業,雙北,"(80000, 90000]",小型企業
10/18,軟體工程師 (榮興自動化科技 ),45000,榮興工業股份有限公司,900,不拘,Android、C、C#、C++、Java、Python、Visual C++、JavaScript,機械器具批發業,台南,"(40000, 50000]",大型企業
10/11,"【數位驅動】資料科學工程師_平台管理 (數數發中心, DDT)",40000,國泰世華商業銀行股份有限公司_人力資源部,9000,不拘,不拘,銀行業,雙北,"(30000, 40000]",大型企業
10/11,車用電子 - APP 軟體工程師 (Application) (CPD-M),40000,鴻海集團_英屬開曼群島商鴻騰精密科技股份有限公司台灣分公司,1000,不拘,不拘,精密儀器相關製造業,雙北,"(30000, 40000]",大型企業
10/25,Backend Engineer｜後端研發工程師,40000,緯創軟體股份有限公司,8600,3年以上,不拘,電腦軟體服務業,雙北,"(30000, 40000]",大型企業
10/27,專案經理,40000,承暉資訊整合股份有限公司,28,3年以上,Excel、Outlook、PowerPoint、Project、Visio、Word,電腦系統整合服務業,雙北,"(30000, 40000]",小型企業
10/18,T-【2023軟體技術人才招募】大數據工程師_人才招募,40000,緯創軟體股份有限公司,8600,2年以上,Java、ETL、MS SQL,電腦軟體服務業,雙北,"(30000, 40000]",大型企業
10/19,DevOps 工程師(架構資料整合部),50000,104人力銀行_一零四資訊科技股份有限公司,820,3年以上,不拘,網際網路相關業,雙北,"(40000, 50000]",大型企業
10/25,鼎新程式工程師,40000,好德科技股份有限公司,105,3年以上,Linux、Oracle Forms、COBOL、Java、VBA、Visual Basic、MS SQL、MySQL、ODBC、Oracle、PL/SQL、HTML、JavaScript、jQuery、鼎新,其他電子零組件相關業,雙北,"(30000, 40000]",中型企業
10/24,Web/App後端設計工程師,40000,皓博科技股份有限公司,17,不拘,不拘,其它軟體及網路相關業,雙北,"(30000, 40000]",小型企業
10/18,後端系統開發工程師,32000,弈樂科技股份有限公司,226,不拘,Git、Java、MySQL,網際網路相關業,台中,"(30000, 40000]",中型企業
09/28,SA系統分析師(台北),40000,捷通軟體股份有限公司,20,3年以上,不拘,電腦軟體服務業,雙北,"(30000, 40000]",小型企業
10/16,軟體系統整合工程師 (高雄地區),40000,向陽優能電力股份有限公司,200,2年以上,Java、Python、MS SQL、MySQL、Oracle、JavaScript,電力供應業,高雄,"(30000, 40000]",中型企業
10/18,I188 電商平台SRE工程師,40000,台灣大哥大股份有限公司,3500,2年以上,Java、Oracle、MS SQL、AWS,電信相關業,雙北,"(30000, 40000]",大型企業
10/18,後端工程師 Back-End Developer,40000,紅番茄愛娛樂股份有限公司,38,1年以上,Linux、PHP、Python、MySQL,網際網路相關業,雙北,"(30000, 40000]",小型企業
10/02,Software Development Engineer in Test (SDET I/SDET II) 自動化測試工程師,40000,Zerologix_零輯台灣科技股份有限公司,50,不拘,Python,其它軟體及網路相關業,雙北,"(30000, 40000]",小型企業
10/23,網路通訊事業處-5G網路管理系統後端資深工程師(內湖),40000,光寶科技股份有限公司,30000,3年以上,不拘,消費性電子產品製造業,雙北,"(30000, 40000]",大型企業
09/27,JAVA工程師(資訊部)-歡迎具原住民身份投遞,40000,旺旺友聯產物保險股份有限公司,1000,不拘,Java、JSP、Spring、Struts、Visual Studio .net、MS SQL、Oracle、Tomcat、WebLogic、JavaScript、jQuery,產物保險業,雙北,"(30000, 40000]",大型企業
10/02,FAE & PreSales Engineer,40000,英屬開曼群島商科絡達股份有限公司台灣分公司,95,3年以上,Linux、Git、C++、Java、Python、MySQL、Node.js,其他電信及通訊相關業,雙北,"(30000, 40000]",中型企業
09/21,程式設計師(台北),36000,鉅盛資訊股份有限公司,22,1年以上,ASP.NET、C#、MS SQL、HTML、JavaScript、jQuery、CSS,電腦軟體服務業,雙北,"(30000, 40000]",小型企業
10/19,Software Engineer – Motion Sensor,41666,希恩體感科技股份有限公司,60,不拘,Android、C、C++、Java,電子通訊/電腦週邊批發業,雙北,"(40000, 50000]",中型企業
10/11,[TapPay] 品質保證測試工程師 (QA Engineer),40000,喬睿科技股份有限公司,60,3年以上,不拘,網際網路相關業,雙北,"(30000, 40000]",中型企業
10/17,MIS高級專員-程式設計,40000,鈺邦科技股份有限公司,135,5年以上,ASP.NET、Java、Python、Access、MS SQL、Excel、PowerPoint、Word、中文打字20~50、英文打字20~50,其他電子零組件相關業,苗栗,"(30000, 40000]",中型企業
09/25,軟體研發工程師(TP08),40000,碩天科技股份有限公司,3000,3年以上,C#、C++、Java、Python,電腦及其週邊設備製造業,雙北,"(30000, 40000]",大型企業
10/24,JH- 【台灣上市公司 | 台北市 | 嵌入式系統】Android Software Engineer,40000,卓恩管理顧問有限公司,10,2年以上,Linux、Android、C、C++、Java、Kotlin、ARM、Drivers,人力仲介代徵,雙北,"(30000, 40000]",小型企業
10/26,台南廠-系統自動化工程師,39000,南茂科技股份有限公司,6000,1年以上,Shell、C#、Java、Visual Basic .net,半導體製造業,台南,"(30000, 40000]",大型企業
10/12,PCG230032-資訊_系統整合工程師(台中),40000,寶成工業股份有限公司,326000,3年以上,不拘,鞋類製造業,台中,"(30000, 40000]",大型企業
10/19,1Y100-Unity 3D 工程師,40000,驊訊電子企業股份有限公司,120,3年以上,Android、C、C#、C++、Java、Unity3D,IC設計相關業,雙北,"(30000, 40000]",中型企業
10/23,PHP開發工程師,38000,諾亞克科技股份有限公司,120,1年以上,Git、PHP、MySQL、HTML、JavaScript、jQuery、CSS,其它軟體及網路相關業,雙北,"(30000, 40000]",中型企業
10/18,"[JR0022926] Software Engineer (Global Search, Backend, C++ focus)",40000,Yahoo_香港商雅虎資訊股份有限公司,1400,3年以上,不拘,網際網路相關業,雙北,"(30000, 40000]",大型企業
10/19,資訊工程師【資訊技術服務處】(桃園),40000,佳世達科技股份有限公司,30000,1年以上,Visual C#、Visual Studio .net、Oracle、SAPDB、SAP,電腦及其週邊設備製造業,桃園,"(30000, 40000]",大型企業
10/11,(Sr.) Software Developer - Java(Pricer),40000,Nogle Taiwan Limited_諾傑股份有限公司,320,3年以上,Java、Python,電腦軟體服務業,雙北,"(30000, 40000]",大型企業
10/12,[ JAVA  ]  Senior Data Engineer 資料工程師   #分散式系統  #技術大神 #內外部社群發展,40000,炬識科技股份有限公司,30,不拘,Java、Spring、ETL、MS SQL、hadoop,其它軟體及網路相關業,雙北,"(30000, 40000]",小型企業
10/04,Jr. Frontend Engineer / 前端工程師,83333,艾克森科技有限公司,100,1年以上,Git、Java、HTML、JavaScript、jQuery、CSS、Sass、Node.js、ReactJS、VueJS,電腦系統整合服務業,雙北,"(80000, 90000]",中型企業
10/19,Java軟體工程師,33000,台灣住友培科股份有限公司,135,不拘,Java,半導體製造業,高雄,"(30000, 40000]",中型企業
10/19,軟體RD開發主管,67000,天茶智能科技股份有限公司,19,其他,Github、Git、ASP.NET、C#、Visual Studio、MS SQL、MySQL、JavaScript、jQuery、CSS、HTTP、IIS,電腦軟體服務業,雙北,"(60000, 70000]",小型企業
10/13,總部研發-產品軟體開發工程師(內湖辦公室),40000,喬山健康科技股份有限公司,8000,3年以上,Android、Java、Python、Kotlin、Node.js,育樂用品製造業,雙北,"(30000, 40000]",大型企業
