職缺更新時間,職缺名稱,工作待遇,公司名稱,員工人數,工作經歷,擅長工具,產業類別,上班地點,工作待遇範圍,企業規模
10/27,Oracle Store Procedure PL/SQL 資深程式設計師/程式設計師,40000,艾力特科技有限公司,50,3年以上,不拘,電腦系統整合服務業,雙北,"(30000, 40000]",小型企業
10/13,【儲備幹部】專案管理專員,30000,永信藥品工業股份有限公司,1250,3年以上,C#、Java,藥品製造業,台中,"(0, 30000]",大型企業
10/09,資深客戶端程式(Senior Client Programmer),50000,大極科技有限公司,65,3年以上,不拘,電腦軟體服務業,雙北,"(40000, 50000]",中型企業
10/24,Java 程式設計師,40000,復盛股份有限公司,2300,2年以上,Github、Git、Java、Spring、MySQL、VueJS,其他金屬相關製造業,雙北,"(30000, 40000]",大型企業
10/13,Junior Software Engineer,40000,瞬聯科技股份有限公司,100,不拘,C、C++、Java、Python、Go,其它軟體及網路相關業,雙北,"(30000, 40000]",中型企業
10/16,Software Engineer(ASP.NET/C#),40000,鴻海集團_英屬開曼群島商鴻騰精密科技股份有限公司台灣分公司,1000,1年以上,Jenkins、Git、ASP.NET、C#、Java、JSP、MS SQL、Oracle,精密儀器相關製造業,雙北,"(30000, 40000]",大型企業
10/20,軟體研發工程師_RD005,40000,開元通訊股份有限公司,120,不拘,Linux、C、C++、Java,電信相關業,新竹,"(30000, 40000]",中型企業
09/25,資訊整合工程師_新竹,40000,環球晶圓股份有限公司,600,2年以上,Python、Visual Basic、ETL、PL/SQL、JavaScript、jQuery、Power BI​,半導體製造業,新竹,"(30000, 40000]",大型企業
10/20,AOI AI軟體開發工程師,40000,盛威資訊服務股份有限公司,100,2年以上,ASP.NET、C、C#、C++、Java、Python、MS SQL、HTML、JavaScript、jQuery、CSS,電腦軟體服務業,台南,"(30000, 40000]",中型企業
10/11,系統開發課主管（台北）,40000,旺旺集團_宜蘭食品工業股份有限公司,50000,其他,MS SQL、MySQL、JavaScript、CSS、TCP/IP、SAP,糖果點心製造業,雙北,"(30000, 40000]",大型企業
10/26,<高階獵才>知名上市櫃公司_APP Team副理_AK,40000,賜禾有限公司,7,3年以上,不拘,人力仲介代徵,台中,"(30000, 40000]",小型企業
10/27,Flutter工程師,40000,深思設計有限公司,20,不拘,Android、iOS、Git、Kotlin、Flutter、Dart、Objective-C、SWIFT、JavaScript、CSS,網際網路相關業,台中,"(30000, 40000]",小型企業
10/22,專案組系統工程師,35000,采易資訊系統股份有限公司,25,2年以上,Linux、Shell、Windows Server 2008、Windows Server 2012、Windows Server 2019、Systems Administration、Github、Java、JSP、Perl、PHP、Python、JDBC、MS SQL、MySQL、Tomcat、Vmware、DHCP、DNS、Firewall、FTP、HTTP、Intrusion、LDAP、Security、ssh、TCP/IP、VLAN、VPN,電腦軟體服務業,台中,"(30000, 40000]",小型企業
10/03,台北｜資深PLM 顧問 (股票代號:3570),40000,大塚資訊科技股份有限公司,160,3年以上,Java,電腦系統整合服務業,雙北,"(30000, 40000]",中型企業
10/23,網站程式設計,40000,亞路科技股份有限公司,36,其他,PHP、HTML、JavaScript、jQuery,網際網路相關業,雙北,"(30000, 40000]",小型企業
10/16,程式設計師,35000,群揚資通有限公司,60,1年以上,Java、PHP、Visual C#、MySQL、HTML、JavaScript、jQuery、CSS,其他電信及通訊相關業,桃園,"(30000, 40000]",中型企業
10/27,113年研發替代役/預聘-專案工程師(台北/新竹),40000,全景軟體股份有限公司,170,不拘,不拘,電腦軟體服務業,雙北,"(30000, 40000]",中型企業
10/26,醫療資訊全端工程師,35000,馬雅資訊股份有限公司,50,不拘,Github、Git、AJAX、ASP.NET、C#、Visual C#、Visual Studio .net、Oracle、PostgreSQL、HTML、JavaScript、jQuery、CSS、VueJS、Redux、EDI、HTTP、IIS,電腦系統整合服務業,雙北,"(30000, 40000]",小型企業
10/25,R002RE1_JAVA工程師,40000,神通資訊科技股份有限公司,1000,不拘,不拘,電腦系統整合服務業,雙北,"(30000, 40000]",大型企業
10/26,【D800-2302171】 Small cell SW Validation Engineer 工程師(Automation Engineer),40000,亞旭電腦股份有限公司,7000,2年以上,C、Java、Python,通訊機械器材相關業,雙北,"(30000, 40000]",大型企業
10/03,【IT】手機測試工程師(台北)(內湖科學園區),34000,智聯服務股份有限公司,400,不拘,Excel、Outlook、PowerPoint、Word,電腦系統整合服務業,雙北,"(30000, 40000]",大型企業
10/05,應用系統分析及開發人員,43000,臺灣中小企業銀行股份有限公司,5200,2年以上,不拘,銀行業,雙北,"(40000, 50000]",大型企業
10/25,軟體工程師,40000,三久股份有限公司,180,5年以上,C、C#、Java,電力機械器材製造修配業,台中,"(30000, 40000]",中型企業
10/24,[PMW][WFT001] Modem Test Engineer,40000,雲景科技股份有限公司,80,3年以上,Android、C++、Java、Python、JavaScript、TCP/IP,電腦系統整合服務業,雙北,"(30000, 40000]",中型企業
10/04,新鮮人徵才計畫-資訊類(可遠端工作),34000,台灣大哥大股份有限公司,3500,不拘,不拘,電信相關業,雙北,"(30000, 40000]",大型企業
10/27,機電工程師,48000,洋聲股份有限公司,30,不拘,C++、Python、Excel、Word、C、PowerPoint,檢測技術服務,雙北,"(40000, 50000]",小型企業
10/11,程式設計人員(資三),35000,華南永昌綜合證券股份有限公司,1400,1年以上,不拘,證券及期貨業,雙北,"(30000, 40000]",大型企業
10/26,Android Engineer,40000,玩藝國際股份有限公司,50,不拘,不拘,電子通訊╱電腦週邊零售業,高雄,"(30000, 40000]",小型企業
10/27,韌體研發高級工程師(ISW),40000,威力工業網絡股份有限公司,180,3年以上,C、Java,電腦系統整合服務業,雙北,"(30000, 40000]",中型企業
10/25,【生產製造】智慧製造工程師-台中廠-R10,40000,友達光電股份有限公司,38000,不拘,Java、Python,光學器材製造業,台中,"(30000, 40000]",大型企業
10/27,安全工程師（SOC/NOC）,40000,山隆通運股份有限公司,1500,3年以上,Excel、PowerPoint、Word、Hive、Java、中文打字50~75、英文打字20~50,汽車貨運業,雙北,"(30000, 40000]",大型企業
10/24,Junior Flutter Engineer 軟體應用開發工程師,40000,雲育鏈股份有限公司,10,1年以上,Linux、Android、iOS、Git、Java、Python、Objective-C、SWIFT、Kotlin、Flutter、Dart、MySQL、AWS,其它軟體及網路相關業,桃園,"(30000, 40000]",小型企業
10/25,雲端開發軟體工程師,44000,聯億通股份有限公司,12,不拘,Linux、Android、iOS、C、C#、C++、Java、Python、Objective-C、SWIFT、MySQL、AWS、JavaScript、Node.js、ssh,其它軟體及網路相關業,雙北,"(40000, 50000]",小型企業
10/23,嵌入式系統開發工程師,45000,翔探科技股份有限公司,19,不拘,Linux、MCU、Github、C++、Java、Python,通訊機械器材相關業,雙北,"(40000, 50000]",小型企業
10/17,Supply Chain Transformation Specialist 供應鏈數位轉型專員 (新竹竹北),40000,液空台灣_亞東工業氣體股份有限公司,770,3年以上,MRP,化學原料製造業,雙北,"(30000, 40000]",大型企業
10/13,資訊安全工程師_資訊處(台北),40000,台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,88000,3年以上,不拘,其他電子零組件相關業,雙北,"(30000, 40000]",大型企業
10/27,系統維運(助理)工程師＋夜班津貼(需輪班),30000,捕夢網數位科技有限公司,50,不拘,不拘,網際網路相關業,雙北,"(0, 30000]",小型企業
10/19,5L新光人壽-系統分析專案襄理 (熟壽險資訊佳)(有相關經驗、證照者從優核敘),40000,新光金融控股股份有限公司(新光金控/新光人壽/新光銀行/新光投信),20000,5年以上,Java、Oracle、PL/SQL,金融控股業,雙北,"(30000, 40000]",大型企業
10/01,【台中】商用業務,40000,建達國際股份有限公司,260,3年以上,Linux、UNIX、Windows 10、ActionScript、C++、Java、Excel、Outlook、PowerPoint、Word、Flash、Adobe Photoshop、CoolDraw、SAP,電子通訊/電腦週邊批發業,台中,"(30000, 40000]",大型企業
10/18,Senior IT Developer (資深 IT 程式設計師),40000,新加坡商威兆科技有限公司台灣分公司,20,不拘,C#、C++.Net、Java、Python、Visual Studio .net、Rails、HTML、JavaScript、XML,電腦軟體服務業,雙北,"(30000, 40000]",小型企業
10/23,網路通訊事業處-5G網路管理系統開發資深/主任工程師(內湖),40000,光寶科技股份有限公司,30000,5年以上,不拘,消費性電子產品製造業,雙北,"(30000, 40000]",大型企業
10/02,APP工程師 / Flutter,45000,博斯資訊安全股份有限公司,25,1年以上,不拘,電腦軟體服務業,雙北,"(40000, 50000]",小型企業
10/12,【LED元件】研發主管及研發設計工程師(汐科遠雄U-Town),40000,李洲科技股份有限公司,300,5年以上,ASP、Java、MS SQL、Excel、PowerPoint、Word,光電產業,雙北,"(30000, 40000]",大型企業
10/25,軟體研發工程師,40000,振樺電子股份有限公司,322,2年以上,C、C++、Java、Python,電腦及其週邊設備製造業,雙北,"(30000, 40000]",大型企業
10/27,【線上面試】MES資深工程師 Global MES Senior Engineer,40000,環鴻科技股份有限公司,24000,5年以上,不拘,消費性電子產品製造業,南投,"(30000, 40000]",大型企業
10/19,測試工程師,40000,臺灣網路認證股份有限公司,121,2年以上,Python,網際網路相關業,雙北,"(30000, 40000]",中型企業
10/05,Web前端開發工程師 _ DSPBD (台北),40000,台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,88000,3年以上,不拘,其他電子零組件相關業,雙北,"(30000, 40000]",大型企業
10/04,[AI應用團隊] 前端工程師,40000,訊連科技股份有限公司,400,不拘,C、C++、Java、HTML、JavaScript、CSS、Node.js、ReactJS,其它軟體及網路相關業,雙北,"(30000, 40000]",大型企業
10/06,應用軟體全端研發工程師,40000,普安科技股份有限公司,450,不拘,不拘,電腦系統整合服務業,雙北,"(30000, 40000]",大型企業
10/25,【顧問部】高級顧問師(供應鏈管理)-317317,40000,KPMG_安侯建業聯合會計師事務所,2400,2年以上,Excel、Outlook、PowerPoint、Word,會計服務業,雙北,"(30000, 40000]",大型企業
10/23,後端工程師,40000,特力集團_特力股份有限公司,1000,3年以上,Git、PHP、Python、MySQL、PostgreSQL,綜合商品批發代理業,雙北,"(30000, 40000]",大型企業
10/25,系統整合軟體研發工程師_台北,40000,智易科技股份有限公司,800,不拘,Linux、C、C++、Java,其他電信及通訊相關業,雙北,"(30000, 40000]",大型企業
10/27,軟體工程師,40000,台灣立訊精密有限公司,500,其他,Linux、MCU、Github、Jenkins、Git、C、C#、C++、Java,其他電子零組件相關業,雙北,"(30000, 40000]",大型企業
10/10,[SW-201]FAE工程師(客戶支援),40000,虹堡科技股份有限公司,500,不拘,C、Java,電腦及其週邊設備製造業,雙北,"(30000, 40000]",大型企業
10/05,"java資深開發工程師(新竹縣新豐鄉,可提供宿舍_H)",40000,九六八數位資訊股份有限公司,90,3年以上,Java、JSP、Oracle、HTML、JavaScript、CSS,電腦系統整合服務業,新竹,"(30000, 40000]",中型企業
10/19,PD0751 資料科學家Data Scientist(內湖),40000,仁寶電腦工業股份有限公司,9000,不拘,C++、Java、Python、MS SQL,電腦及其週邊設備製造業,雙北,"(30000, 40000]",大型企業
10/02,系統軟體開發工程師,40000,易捷系統股份有限公司,85,3年以上,Linux、C++、Python,消費性電子產品製造業,雙北,"(30000, 40000]",中型企業
10/18,後端工程師,40000,紘鈦物聯股份有限公司,20,不拘,ASP.NET、C#、Java、PHP、SWIFT、MS SQL、MySQL、HTML、JavaScript、jQuery、CSS、Node.js、AngularJS、Angular,其他電信及通訊相關業,雙北,"(30000, 40000]",小型企業
10/19,專案部助理工程師(新竹/台北/高雄),28000,華苓科技股份有限公司,150,不拘,ASP、C、C++、Java、JSP、DB2、Informix、MS SQL、MySQL、Oracle、DHTML、HTML、JavaScript、VBScript,電腦軟體服務業,新竹,"(0, 30000]",中型企業
10/19,【顧問服務部】SAP ABAP 程式設計師/資深程式設計師 (台中/台南/高雄),40000,台灣恩悌悌數據股份有限公司,200,3年以上,不拘,工商顧問服務業,台中,"(30000, 40000]",中型企業
10/25,資深系統軟體工程師_12600,40000,和碩集團_和碩聯合科技股份有限公司,6000,其他,ASP.NET、C#、Java、Python、MySQL、Node.js,電腦及其週邊設備製造業,雙北,"(30000, 40000]",大型企業
10/11,助理工程師,40000,義聯電資訊股份有限公司,30,不拘,ASP.NET、C#、JavaScript,網際網路相關業,雙北,"(30000, 40000]",小型企業
10/26,Android 程式設計師,50000,綠界科技股份有限公司,200,2年以上,不拘,電腦系統整合服務業,雙北,"(40000, 50000]",中型企業
10/24,資深軟體工程師(Senior Software Engineer),45000,簡單平台股份有限公司,8,2年以上,Git、C#、Java、MS SQL、HTML、JavaScript、VueJS,會議展覽服務業,雙北,"(40000, 50000]",小型企業
09/27,前端軟體工程師,40000,智通聯網科技股份有限公司,84,不拘,ASP.NET、C#、HTML、jQuery、Flex、CSS、ReactJS、AngularJS、VueJS,通訊機械器材相關業,新竹,"(30000, 40000]",中型企業
10/27,驗證助理工程師,27000,技嘉科技股份有限公司,8000,不拘,Linux、Windows 10、C++、Java、Python、Adobe Acrobat、Excel、Outlook、PowerPoint、Word,電腦及其週邊設備製造業,雙北,"(0, 30000]",大型企業
10/03,科技服務處-App 工程師,40000,全球快遞_全球商務科技股份有限公司,330,3年以上,iOS,快遞服務業,雙北,"(30000, 40000]",大型企業
10/27,APP軟體工程師(iOS Developer),35000,翔睿德股份有限公司,18,不拘,Android、Git、ASP.NET、C++、Java、SWIFT、Kotlin、MS SQL,電腦軟體服務業,雙北,"(30000, 40000]",小型企業
10/27,國網中心/科技部「建置國家級之友善生醫資料分析與分享平台」/資料分析流程串接專案系統工程師/1人(109_41_6),33000,財團法人國家實驗研究院,1500,不拘,不拘,政府／民意機關,新竹,"(30000, 40000]",大型企業
10/23,系統分析師(SA) System Analyst(儲備),50000,坤侑科技股份有限公司,93,其他,ASP.NET、C#、Spring、MS SQL,電腦軟體服務業,雙北,"(40000, 50000]",中型企業
10/18,[資訊發展部]資深軟體設計工程師,50000,程曦資訊整合股份有限公司,1000,3年以上,ASP.NET、Java、Python、MS SQL、MySQL、jQuery,電信相關業,雙北,"(40000, 50000]",大型企業
09/25,AI數據工程師,50000,雲端行動科技股份有限公司,32,不拘,Java、Python,電腦軟體服務業,雙北,"(40000, 50000]",小型企業
10/23,Android and ios Engineer,42000,明根股份有限公司,130,2年以上,不拘,育樂用品製造業,彰化,"(40000, 50000]",中型企業
10/26,系統維運工程師,37000,嘉興資訊顧問有限公司,20,不拘,Linux、Python、MySQL、Vmware、TCP/IP,電腦系統整合服務業,台中,"(30000, 40000]",小型企業
10/05,自動化物流軟體開發工程師,40000,大立光電股份有限公司,8000,不拘,C、C++、Java、Python、Go,光學器材製造業,台中,"(30000, 40000]",大型企業
10/02,[研發部]軟體開發工程師,40000,盈正豫順電子股份有限公司,310,不拘,ASP.NET、C#、C++、MS SQL,其他電子零組件相關業,高雄,"(30000, 40000]",大型企業
10/11,"Software Engineer, Backend",40000,台灣資信股份有限公司,250,1年以上,不拘,電腦軟體服務業,雙北,"(30000, 40000]",大型企業
10/18,(VIVE S/W)Unity/Unreal Software Engineer-J01791,40000,宏達電 HTC Corporation_宏達國際電子股份有限公司,2000,不拘,不拘,消費性電子產品製造業,雙北,"(30000, 40000]",大型企業
10/19,AI 產品應用開發 - 系統架構師/分析師(SA)/軟體專案主管 ⟪智能產品研發部⟫,40000,網威智慧科技股份有限公司,200,3年以上,Java、JSP、Spring、MySQL、RDBMS,電腦軟體服務業,雙北,"(30000, 40000]",中型企業
09/27,後端工程師(工作地點：高雄市左營區),40000,龍騰文化事業股份有限公司,300,3年以上,Linux、Git、PHP、Python、MySQL,書籍出版業,高雄,"(30000, 40000]",大型企業
10/20,前端工程師(Frontend Engineer),52000,聚愢科技股份有限公司,15,1年以上,Git、Python、Flutter、Dart、Figma,電腦軟體服務業,雙北,"(50000, 60000]",小型企業
10/18,L-資深後端工程師,40000,緯創軟體股份有限公司,8600,3年以上,不拘,電腦軟體服務業,雙北,"(30000, 40000]",大型企業
10/18,資深數據分析師｜Senior Data Analyst,40000,潔客幫股份有限公司,20,3年以上,不拘,家事服務業,雙北,"(30000, 40000]",小型企業
10/25,Senior Backend Engineer,40000,街口電子支付股份有限公司,190,3年以上,ASP.NET、C#、Java、Spring、MS SQL、MySQL,網際網路相關業,雙北,"(30000, 40000]",中型企業
10/12,越南廠研發-電控軟體主任工程師,40000,喬山健康科技股份有限公司,8000,5年以上,C++、Java,育樂用品製造業,雙北,"(30000, 40000]",大型企業
10/25,【板橋區】 Notes 資深程式設計師 【OS】,40000,普鴻資訊股份有限公司,210,5年以上,Java、Lotus Notes,電腦軟體服務業,雙北,"(30000, 40000]",中型企業
10/25,ITRI ICL_Unmanned Vehicle System Management Platform UI/UX Development Engineer(U202),40000,工研院 _財團法人工業技術研究院,6000,不拘,不拘,其他專業／科學及技術業,新竹,"(30000, 40000]",大型企業
10/23,資深Java軟體設計工程師-政府領域(PS250),40000,資拓宏宇國際股份有限公司,1500,3年以上,Git、Java、Spring、MS SQL、JavaScript、AngularJS、VueJS,電腦軟體服務業,雙北,"(30000, 40000]",大型企業
07/05,APP開發工程師,32000,旭峻資訊有限公司,5,不拘,不拘,網際網路相關業,高雄,"(30000, 40000]",小型企業
10/10,資深網頁UI/UX設計師,40000,飛綠股份有限公司,500,其他,Dreamweaver、HTML、JavaScript、CSS、Excel、Word、After Effects、Premiere、Adobe Photoshop、Illustrator、Sketch、Adobe XD、Figma,橡膠製品製造業,雙北,"(30000, 40000]",大型企業
10/10,系統軟體設計工程師,40000,冠宇國際電子股份有限公司,30,其他,不拘,電腦及其週邊設備製造業,雙北,"(30000, 40000]",小型企業
10/23,Web程式設計師-嘉義,30000,漢門科技股份有限公司,103,不拘,不拘,電腦系統整合服務業,嘉義,"(0, 30000]",中型企業
10/05,助理工程師-(正職),32000,儒風資訊印刷股份有限公司,60,不拘,C#、Fox Pro、VBA、Visual Basic、Dbase、Visual Foxpro,印刷業,雙北,"(30000, 40000]",中型企業
10/16,資深MES系統開發工程師,40000,法德科技有限公司,10,3年以上,C#、Java、Python、MS SQL、MySQL、PL/SQL、CIM、MES,其它軟體及網路相關業,雙北,"(30000, 40000]",小型企業
10/18,資深資訊工程師/資訊工程師(資訊研發部),50000,東森購物_電視購物_東森得易購股份有限公司,2200,2年以上,不拘,百貨相關業,雙北,"(40000, 50000]",大型企業
10/25,軟體設計工程師(BU3台北),33000,偉盟系統股份有限公司,120,不拘,ASP.NET、C#、Delphi、Visual Basic .net、Visual Studio .net、MS SQL、Oracle,電腦系統整合服務業,雙北,"(30000, 40000]",中型企業
10/26,App 工程師 (Flutter),40000,馬來西亞商極限電腦科技有限公司台灣分公司,45,1年以上,Android、iOS、Git、Flutter,其它軟體及網路相關業,台中,"(30000, 40000]",小型企業
10/06,Test Engineer/ 軟體測試工程師,37500,瞬聯科技股份有限公司,100,不拘,不拘,其它軟體及網路相關業,雙北,"(30000, 40000]",中型企業
10/05,Web前端工程師,32000,智慧價值股份有限公司,22,不拘,HTML、CSS、Node.js、ReactJS,其它軟體及網路相關業,雙北,"(30000, 40000]",小型企業
10/24,JAVA工程師,40000,美商定誼科技股份有限公司台灣分公司,200,3年以上,Java、Spring、HTML,消費性電子產品製造業,雙北,"(30000, 40000]",中型企業
10/11,.NET軟體工程師,40000,碩網資訊股份有限公司,130,不拘,ASP.NET、C#、MS SQL、MySQL,網際網路相關業,雙北,"(30000, 40000]",中型企業
10/17,軟體設計資深工程師_軟體暨技術平台部(桃三),40000,台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,88000,2年以上,C#、C++、Python、WinForm,其他電子零組件相關業,桃園,"(30000, 40000]",大型企業
10/17,資料工程師_資訊處(台北),40000,台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,88000,3年以上,不拘,其他電子零組件相關業,雙北,"(30000, 40000]",大型企業
10/20,C#軟體工程師,60000,綠智慧股份有限公司,15,不拘,ASP.NET、C#、MS SQL、MySQL、PostgreSQL,自動控制相關業,雙北,"(50000, 60000]",小型企業
03/29,助理網頁全端工程師  ※ 歡迎緯育TibaMe學員投遞履歷,35000,美綠國際股份有限公司,10,1年以上,PostgreSQL、HTML、JavaScript、CSS、Angular,其他醫療保健服務業,雙北,"(30000, 40000]",小型企業
10/25,Android軟體工程師-A7005,40000,精聯電子股份有限公司,400,不拘,Android、C、C++、Java,電腦及其週邊設備製造業,雙北,"(30000, 40000]",大型企業
09/14,【進階】Java 軟體工程師 / 程式設計師 (高雄）,40000,威進國際資訊股份有限公司,88,2年以上,Java、HTML、JavaScript、jQuery,電腦軟體服務業,高雄,"(30000, 40000]",中型企業
10/12,Android研發工程師,40000,必礦科技股份有限公司,150,2年以上,不拘,工商顧問服務業,雙北,"(30000, 40000]",中型企業
10/19,APP 研發工程師,40000,巨鷗科技股份有限公司,100,3年以上,不拘,電腦系統整合服務業,台中,"(30000, 40000]",中型企業
10/06,系統分析師,40000,泛太資訊科技開發股份有限公司,50,5年以上,Linux、Windows Server 2008、AJAX、ASP.NET、C#、Developer/ Designer 2000、Java、RPG,電腦系統整合服務業,雙北,"(30000, 40000]",小型企業
10/18,電池分析演算法工程師_台達研究院(新竹),40000,台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,88000,不拘,不拘,其他電子零組件相關業,新竹,"(30000, 40000]",大型企業
10/02,BMC/Embedded Linux/RTOS 軟韌體工程師 - 台北,40000,系微股份有限公司,600,不拘,不拘,電腦軟體服務業,雙北,"(30000, 40000]",大型企業
10/18,T-系統分析師SA（工作地：高雄）,40000,緯創軟體股份有限公司,8600,3年以上,不拘,電腦軟體服務業,高雄,"(30000, 40000]",大型企業
09/20,資深研發工程師,40000,以柔資訊股份有限公司,25,5年以上,C#、C++、Java,電腦軟體服務業,台中,"(30000, 40000]",小型企業
10/27,軟體研發主管,85000,交流資服股份有限公司,40,不拘,Android、Java、Spring、Kotlin、HTML、JavaScript、Node.js,電腦軟體服務業,雙北,"(80000, 90000]",小型企業
10/23,韌體工程師(香港）,100000,美商恩特智科技有限公司,20,5年以上,Linux、MCU、C、C++、Java、Ethernet、Bluetooth、ARM、Firmware、PLC,光電產業,其他,"(90000, 100000]",小型企業
10/18,QA 工程師,50000,春樹科技股份有限公司,150,其他,不拘,網際網路相關業,雙北,"(40000, 50000]",中型企業
10/17,後端工程師 _ 台達研究院 (台北),40000,台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,88000,不拘,不拘,其他電子零組件相關業,雙北,"(30000, 40000]",大型企業
10/25,MIS工程師,40000,寶元數控股份有限公司,300,不拘,ASP、Java、MySQL、HTML、SAP,電腦及其週邊設備製造業,台中,"(30000, 40000]",大型企業
10/11,前端工程師 Frontend Engineer,40000,樂創互娛科技有限公司,25,不拘,不拘,電腦系統整合服務業,雙北,"(30000, 40000]",小型企業
08/11,JAVA 資深程式設計師,40000,台北富邦商業銀行股份有限公司,9130,2年以上,不拘,銀行業,雙北,"(30000, 40000]",大型企業
10/12,金融服務事業群-網頁前端工程師,40000,三竹資訊股份有限公司,330,3年以上,HTML、JavaScript、CSS,其它軟體及網路相關業,雙北,"(30000, 40000]",大型企業
10/27,AI 軟體工程師,40000,梅科科技股份有限公司,30,2年以上,Linux、Github、Git、C、C#、C++、Java、Python、Visual C++、Visual Studio、Objective-C、Unity3D,網際網路相關業,雙北,"(30000, 40000]",小型企業
10/25,[研發部] 前端開發工程師 (Front-end Developer),40000,人工智能股份有限公司,100,1年以上,Github、AJAX、Java、HTML、JavaScript、jQuery、CSS、Angular,電腦系統整合服務業,雙北,"(30000, 40000]",中型企業
10/19,5L新光人壽-系統分析師 (熟壽險資訊佳)(有相關經驗、證照者從優核敘),40000,新光金融控股股份有限公司(新光金控/新光人壽/新光銀行/新光投信),20000,其他,Java、MS SQL、HTML、JavaScript,金融控股業,雙北,"(30000, 40000]",大型企業
10/25,產品經理 Product Manager,40000,偉康科技股份有限公司,180,3年以上,Android、iOS、Java、Spring、Objective-C、SWIFT、Kotlin、MS SQL、MySQL、Oracle、PostgreSQL、HTML、J2EE、JavaScript,電腦軟體服務業,雙北,"(30000, 40000]",中型企業
10/02,【雲端系統部】APP 工程師 (中和),40000,昇銳電子股份有限公司,280,不拘,C、C++、Java、SWIFT、Kotlin,光學器材製造業,雙北,"(30000, 40000]",大型企業
10/11,【台中】軟體設計工程師,38000,英屬維京群島商慧紡國際貿易有限公司台灣分公司,3000,1年以上,Java、HTML、JavaScript、CSS、Node.js,鞋類╱布類╱服飾品批發業,台中,"(30000, 40000]",大型企業
10/12,資訊專案副理/高級工程師(依經驗核定),40000,科際精密股份有限公司,589,5年以上,Oracle、JavaScript、Excel、Oracle ERP、鼎新,其他電子零組件相關業,雙北,"(30000, 40000]",大型企業
10/27,【固得租車】PHP 全端工程師/資訊總監/擴編徵才/Laravel框架,58333,東利租賃有限公司,40,5年以上,PHP、MySQL、HTML、JavaScript、CSS,運輸工具設備租賃業,雙北,"(50000, 60000]",小型企業
10/20,.NET Core 擴編新缺【跨境電商物流系統】Senior Software Engineer / 資深軟體工程師 / 後端,91666,香港商線上科技銷售服務有限公司台灣分公司,30,3年以上,Git、ASP.NET、C#、Java、Python、Visual Studio .net,其它軟體及網路相關業,雙北,"(90000, 100000]",小型企業
10/04,Sr. Frontend Engineer / 資深前端工程師,104166,艾克森科技有限公司,100,其他,Git、Java、HTML、JavaScript、jQuery、CSS、Sass、Node.js、ReactJS、VueJS,電腦系統整合服務業,雙北,"(100000, 200000]",中型企業
10/25,工研院服科中心_軟體韌體設計工程師(S200),40000,工研院 _財團法人工業技術研究院,6000,不拘,不拘,其他專業／科學及技術業,新竹,"(30000, 40000]",大型企業
10/19,資訊工程師【資訊技術服務處】(桃園),30000,佳世達科技股份有限公司,30000,不拘,Java、Visual C#、Visual Studio .net、MS SQL、Oracle、PL/SQL、SAPDB,電腦及其週邊設備製造業,桃園,"(0, 30000]",大型企業
10/24,【諮詢服務】量化分析 (數據分析與研究) - 顧問,45000,安永聯合會計師事務所,1800,1年以上,C#、PHP、Python、Data Modeling,會計服務業,雙北,"(40000, 50000]",大型企業
10/27,資深 Unity 程式設計師 工程師,70000,勁偉國際股份有限公司,16,5年以上,UML、Github、C#、Java、Visual C#、Objective-C、SWIFT、HTML、HTTP、TCP/IP、Unity3D,綜合商品批發代理業,雙北,"(60000, 70000]",小型企業
10/12,【智慧製造】智慧排程規劃顧問,40000,析數智匯股份有限公司,50,1年以上,Excel、PowerPoint、Word、中文打字50~75、IE工業工程、MES、MRP,電腦軟體服務業,雙北,"(30000, 40000]",小型企業
10/26,Android工程師,40000,偉盛資訊股份有限公司,15,3年以上,Android、Java,電腦軟體服務業,雙北,"(30000, 40000]",小型企業
10/02,資訊工程師(IT),35000,旭德科技股份有限公司,1200,1年以上,不拘,印刷電路板製造業(PCB),雙北,"(30000, 40000]",大型企業
10/18,[RD] 後端工程師(Golang),40000,天堂遊戲有限公司,170,1年以上,C#、C++、Java、Python、Go、ANSI SQL、MySQL、JavaScript,電腦軟體服務業,雙北,"(30000, 40000]",中型企業
10/26,【新竹】AI工程師,40000,集仕多股份有限公司,20,不拘,Linux、Systems Analysis、UML、Git、Java、Python、Database Management、MySQL、RDBMS、Google Analytics、Google Tag Manager、Google Display Network、Google Trend、Google Data Studio,電腦軟體服務業,雙北,"(30000, 40000]",小型企業
09/14,【數位文創-資訊服務部】網站JAVA資深工程師,40000,聯合數位文創股份有限公司,145,3年以上,AJAX、Java、jQuery,藝文服務業,雙北,"(30000, 40000]",中型企業
09/25,資深遊戲後端程式設計師,40000,Amber Studio_虎魄股份有限公司,1000,5年以上,C#、C++、Java、Python、Rails、Go、MS SQL、MySQL、PostgreSQL、AWS,電腦軟體服務業,雙北,"(30000, 40000]",大型企業
10/25,App程式設計師,40000,綠岩能源股份有限公司,50,3年以上,不拘,光電產業,新竹,"(30000, 40000]",小型企業
